,name,type,ingredient,abv,volume,description,imageURL
47,두륜탁주,탁주,"쌀, 밀가루, 누룩, 당귀",6%,"1,700ml","삼산막걸리는 쌀과 밀의 적절한 배합으로 쌀특유의 센맛을 조절하고, 대대로 당귀를 함께 숙성하여 걸러낸 생막걸리로 목넘김이 깔끔하고 은은한 향과 감칠맛, 청량감이 뛰어납니다. 기분좋은 누룩향이 느껴지는 생막걸리는 10여종의 필수 아미노산과 유산균이 풍부한 우리민족 고유의 전통주입니다.",https://thesool.com/common/imageView.do?targetId=PR00000663&targetNm=PRODUCT
48,딸링 막걸리,탁주,"물, 쌀, 올리고당, 딸기, 누룩, 조제종국, 효모, 아스파탐(감미료, 페닐알라닌 함유)",5.5%,650ml,딸기를 듬뿍 넣어 딸기향이 가득한 산뜻한 프리미엄 막걸리로 너무 차갑지 않은 온도로 마시면 더욱 조화롭고 향기로운 맛을 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000817&targetNm=PRODUCT
49,만강에 비친 달,탁주,"홍천쌀, 단호박, 곡자(밀누룩)",10%,500ml,오곡밥을 먹는 것처럼 풍부한 곡물향과 질감이 느껴진다. 쌀과 조화를 이룬 호박의 단맛이 인상적인 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000106&targetNm=PRODUCT
50,미담,탁주,국내산 쌀,6%,750ml,"우리 쌀로 만든 미담 생막걸리는 15일간 장기발효방법으로 제조하여 효모가 살아있고, 자연발효에 의해 생성된 탄산가스가 청량감과 감칠맛을 돋운다. 쌀 이외에 올리고당을 사용하여 음용시 정장작용에 도움이 되고 장기 숙성과 햅쌀을 사용하여 보존성이 높고, 숙취가 없다.",https://thesool.com/common/imageView.do?targetId=PR00000240&targetNm=PRODUCT
51,미생 막걸리,탁주,"국내산 쌀, 누룩, 효모, 정제효소, 정제수",6%,750ml,"&quot; 미생 막걸리&quot;를 생산하고 있는 김포금쌀탁주는 좋은 쌀과 좋은 물로 유명한 김포에서 3대째 가업을 이어 80여년 동안 술을 빚고 있는 양조장이다. 오랜 세월 쌓아온 양조기법으로 누구나 부담 없이 즐길 수 있는, 한번 맛 보면 다시 찾게 되는 제품을 생산하고 있다. &quot;미생 막걸리&quot;는 최상급 풀질로 인정 받고 있는 &quot;김포금쌀&quot;을 원료로 만든 제품이다. 인공적인 감미료 대신 술 맛을 살려줄 천연감미료를 첨가한 막걸리로 신맛이나 단맛 어느 쪽도 튀는 부분 없이 청량감과 함께 뒤이어 오는 쓴맛이 상당히 매력적인 막걸리이다. 입에 한 모금 머금으면 강한 탄산감이 입안을 감싸 청량감을 준다. 막걸리 입자가 느껴지지 않고 막걸리 특유의 향을 간직한 깔끔한 맛의 막걸리이다.",https://thesool.com/common/imageView.do?targetId=PR00000079&targetNm=PRODUCT
52,미소 생막걸리,탁주,"쌀(국내산), 누룩, 정제수",7%,750ml,경상북도 울진군에서 생산되는 막걸리이며 할아버지에서 손자에 이르기까지 3대에 걸쳐 약 90여년이라는 시간을 통해 그 내력을 이어오고 있는 제품입니다. 자연환경생태보존지역인 울진의 깨끗한 자연환경에서 선물 받은 맑고 깨끗한 지하 암반수와 엄선된 원료 그리고 현대적인 위생시설에서 정성을 더하여 만들고 있습니다. 다른 막걸리 제품과는 달리 막걸리 본연의 맛을 유지하기 위해 알코올 도수 7%를 유지하고 있으며 천연탄산의 청량감과 새콤달콤한 맛의 특징을 가지고 있습니다.,https://thesool.com/common/imageView.do?targetId=PR00000202&targetNm=PRODUCT
53,미인탁주,탁주,"찹쌀, 누룩, 정제수",10%,500ml,"""미인탁주""는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 막걸리이다. 일반적인 막걸리와 비교해 텁텁하지 않고 깔끔한 뒷맛을 자랑하는 막걸리로 찹쌀이 가진 본연의 맛과 살짝 감도는 달달함, 부드러운 목 넘김, 향긋한 향이 일품이다. 파주 민통선 내에서 직접 재배한 인삼을 활용하여 찐쌀의 풍미를 잡아 미인탁주만의 독특한 맛을 만들어내고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000186&targetNm=PRODUCT
54,바랑 탁,탁주,"국내산 찹쌀, 국내산 멥쌀, 누룩, 소맥분, 정제수",15%,375ml,바랑 탁은 안동 바랑골에서 농사를 지은 쌀과 5대째 내려오고 있는 발효기법이 합쳐져 만들어진 술이다. 바랑은 승려들이 등에 지고 다니는 자루 모양의 주머니를 뜻한다. 지역명과 술을 담는다는 주머니를 중의적으로 이름에 담고 있다. 시흥 삼해주 5대 이수자인 서규리 대표가 운영하는 금계당에서 빚는 수제 막걸리로 생쌀 발효의 특징을 담아내듯 담백하고 100일 숙성된 술답게 맛의 균형감도 잘 잡혀 있다.,https://thesool.com/common/imageView.do?targetId=PR00000080&targetNm=PRODUCT
55,방문주 탁주,탁주,"국내산 찹쌀, 누룩, 정제수",15%,500ml,"방문주(方文酒)는 이름 그대로 &quot;술 빚는 방법대로 빚은 술&quot;을 뜻한다. 방문주는 주로 봄, 가을철에 빚는 술로 알려져 있는데, 문헌 및 가전비법에 따라 재료의 처리방법이 다양하므로, 술 빚기에 있어 까다로운 면이 없지 않다. 그러나 맛과 향, 알코올 도수의 함량 등에서 단연 특별하다 싶을 정도로 뛰어난 맛과 향취를 자랑한다.",https://thesool.com/common/imageView.do?targetId=PR00000081&targetNm=PRODUCT
56,백년향,탁주,"쌀,누룩,정제수",10%,500ml,40일 동안 발효하고 60일 동안 저온숙성한 백일주 막걸리로 삼양주 방식으로 빚은 술이다. 탄산감이 거의 없고 기교 없이 담백한 맛을 가지며 인공감미료가 첨가되지 않아 원재료 그대로의 맛을 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000102&targetNm=PRODUCT
57,백련 생막걸리 snow (스노우),탁주,"백미, 연잎, 정제수, 종국, 효모, 아스파탐, 물엿 등",6%,750ml,간척지 토양에 서해안 해풍을 맞고 자란 충남 당진 쌀을 주원료로 깔끔한 맛을 내기 위해 백련잎을 첨가해 80년 전통의 발효전통으로 빚어낸 고품격 막걸리. 부담없이 가볍게 즐길 수 있는 백련막걸리 보급형 제품. 하얀 눈처럼 순백의 이미지와 시원하고 깔끔한 맛이 특징. 색은 희고 맑으며 은은하게 올라오는 달콤한 향기와 신선한 식물향이 난다. 전체적으로 오미의 균형을 잘 갖추고 있으며 목넘김이 매우 깔끔하다.,https://thesool.com/common/imageView.do?targetId=PR00000194&targetNm=PRODUCT
58,백수환동주,탁주,"쌀, 정제수, 누룩",12%,375ml,국내산 쌀과 직접디딘 누룩을 이용하여 빚은 탁주로 누룩으로는 쌀과 녹두가 들어간 백수환동곡이 사용되었다. 술을 빚을 당시 따로 물이 첨가되지 않아 다른 탁주 제품보다 걸쭉하며 단맛이 강하고 향이 많이 두드러지는 술이다. 백수환동주는 머리가 흰 늙은이가 도로 아이가 되는 술이라 하여 붙여진 이름이다.,https://thesool.com/common/imageView.do?targetId=PR00000715&targetNm=PRODUCT
59,백자주,탁주,"국내산 찹쌀, 멥쌀, 잣, 누룩, 정제수",10%,500ml,"백자주를 한 모금 입안에 머금으면 고소한 잣 풍미가 가득 들어찬다. 입안에 쌀이 착 감기는 느낌인데 단맛이 느껴지고 뒤따라오는 산미가 균형감 있게 밸런스를 유지한다. 술을 마신 뒤 고소한 잣 내음이 입안을 가득 채우고 마치 잣을 씹는 듯한 깊은 맛이 담겨 있다. 탄산이 거의 없다시피 한 백자주 막걸리는 세게 흔들어도 일반적인 막걸리처럼 흘러 넘치지 않는다. 잔에 따르면 짙은 상아색 자태가 모습을 드러내는데 원재료의 함량이 높아 미숫가루처럼 걸쭉한 질감이 있다. 잣, 땅콩 등 고소한 견과류 냄새가 가벼운 누룩 향, 그리고 단내와 섞어 조화롭다.",https://thesool.com/common/imageView.do?targetId=PR00000179&targetNm=PRODUCT
60,별산막걸리,탁주,"정제수, 쌀(국내산), 입국, 효모, 엿류",6.5%,800ml,우수한 품질의 양주쌀을 100% 사용하고 전통 누룩 균주로 빚은 입국으로 밑술을 만들고 다시 덧술을 넣어 빚은 술 이양주이다. 맛과 향을 좋게 만드는 전통 제조 방식을 사용했으며 6년 발효 감식초에서 추출한 식초균을 사용해 부드러운 신맛과 단맛이 일품인 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000124&targetNm=PRODUCT
61,별산오디 스파클링 막걸리,탁주,"정제수, 쌀(국내산), 당류가공품(원당, 올리고), 오디(국내산), 종국, 효모",6%,800ml,우수한 품질의 양주쌀과 국내산 오디 100%로 만든 막걸리로 짜릿한 천연탄산의 청량감과 상큼한 오디 맛의 조화가 어우러지는 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000821&targetNm=PRODUCT
62,병영설성 동동주,탁주,"쌀(국내산), 전분, 효모, 누룩, 정제수",6%,1700ml,&amp;quot;병영설성 동동주&amp;quot;는 병영면 수인산의 맑은 물과 유기농 햅쌀을 사용하여 전통과 현대의 제조기법이 결합하여 만들어진 정직한 제품입니다. 술을 빚기 위해서는 누룩이 필요한데 병영양조장의 제품은 일본식 입국이 아니라 전통 누룩을 사용하여 술을 빚습니다. 때문에 합성감미료가 첨가된 막걸리에 비해서는 세련된 맛이 덜하지만 묵직하고 예스러운 은근한 닷 맛이 일품입니다.,https://thesool.com/common/imageView.do?targetId=PR00000077&targetNm=PRODUCT
63,병영설성 생막걸리,탁주,"쌀(국내산), 효모, 누룩, 정제수",6%,750ml,병영설성 생막걸리는 대한민국 식품명인 제61호로 지정된 김견식 명인이 정성껏 빚은 막걸리입니다. 전라남도 친환경막걸리 공동브랜드로 강진지역에서 재배한 100% 유기농 쌀을 원로로 유산균 증식에 도움이 되는 올리고당을 자연 발효시켜 만든 제품입니다. 제조사 &quot;병영양조장&quot;은 2011년 전국 최초로 유기농가공식품인증(02-8-180호)을 획득하고 믿고 즐길 수 있는 주류 생산에 매진하고 있습니다. &quot;병영설성 생막걸리&quot;는 병영면 수인산의 맑은 물과 유기농 햅쌀을 사용하여 전통과 현대의 제조기법이 결합하여 만들어진 정직한 막걸리입니다. 술을 빚기 위해서는 누룩이 필요한데 병영양조장의 제품은 일본식 입국이 아니라 전통 누룩을 사용하여 술을 빚습니다. 때문에 합성감미료가 첨가된 막걸리에 비해서는 세련된 맛이 덜하지만 묵직하고 예스러운 은근한 닷 맛이 일품입니다.,https://thesool.com/common/imageView.do?targetId=PR00000076&targetNm=PRODUCT
64,복순도가 손막걸리,탁주,"정제수, 쌀(국산), 곡자(밀), 물엿, 설탕, 아스파탐(감미료,페닐알라닌함유)",6.5%,935ml,"손으로 직접 빚은 순수 생막걸리, 복순도가 손막걸리는 전통 방식으로 빚은 가양주 형식의 전통주로써, 비옥한 토양에서 자란 국내산 쌀만을 사용, 옛 항아리에 담아 정성스레 빚은 천연 탄산 막걸리입니다. 특히, 복순도가 손막걸리는 샴페인이 연상될 만큼 탄산이 매우 풍부합니다. 저온 발효 과정에서 생성된 천연 탄산이 주는 청량감을 눈과 입으로 즐겨보세요.",https://thesool.com/common/imageView.do?targetId=PR00000140&targetNm=PRODUCT
65,복순도가 탁주,탁주,"정제수, 쌀(국산), 곡자(밀)",10%,935ml,"전통방식으로 빚은 &quot;진한 옛날 막걸리&quot;의 회귀, 복순도가 손막걸리의 모태와도 같은 복순도가 탁주. 옛 시절 진하고 도수가 높았던 그 맛을 그대로 재현한 복순도가 탁주는 비옥한 토양에서 자란 맵쌀을 100일 이상 저온 숙성하여 만들었습니다. 탄산이 없고 걸쭉하며 진한 맛이 특징입니다. 적당하게 기분이 좋아지는 도수 높은 술을 즐기는 분들에게 추천합니다. * 손막걸리 + 탁주 조합을 추천드립니다. 상반되는 맛의 손막걸리와 탁주를 1:1 또는 2:1의 비율로 섞어보세요. 손막걸리의 톡쏘는 탄산과 산미가 탁주의 진하고 걸쭉한 맛과 만나면, 또다른 매력을 느낄 수 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000139&targetNm=PRODUCT
66,볼빨간막걸리 10,탁주,"찹쌀(국내산), 누룩, 정제수",10%,500ml,"볼빨간 막걸리는 부산에서 재배한 찹쌀로 만든 수제 막걸리입니다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었다고 합니다. 쌀과 누룩, 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었습니다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향, 플로랄향이 싱그러운 술입니다.",https://thesool.com/common/imageView.do?targetId=PR00000075&targetNm=PRODUCT
67,볼빨간막걸리 7,탁주,"정제수, 찹쌀, 누룩",7%,500ml,부산 찹쌀로 담은 무감미료 막걸리이다. 전통 방식의 저온 발효로 과일향과 꽃 향을 느낄 수 있다. 바디감이 느껴지는 산미와 진한 찹쌀의 단맛을 가지고 있다.,https://thesool.com/common/imageView.do?targetId=PR00000103&targetNm=PRODUCT
68,봇뜰 막걸리 10도,탁주,"쌀, 정제수, 누룩, 밀 함유",10%,750ml,국내산 쌀과 직접디딘 누룩(백곡-밀가루+쌀가루)과 물만을 이용하여 빚은 탁주이다. 두 번 빚은 이양주이며 약간의 산미와 함께 단맛이 특징은 술이다. 봇뜰의 탁주 중에서 가장 가볍게 즐길 수 있는 제품이다.,https://thesool.com/common/imageView.do?targetId=PR00000716&targetNm=PRODUCT
69,봉하쌀 생막걸리,탁주,"쌀(국내산), 정제효소, 젖산, 효모, 아스파탐, 정제수",6%,750ml,봉하쌀 생막걸리는 경남 김해 봉하마을에서 재배한 친환경 유기농쌀을 사용하여 전남 담양의 양조장 죽향도가에서 제조한 지역화합의 의미를 담고 있는 막걸리입니다. 고(故) 노무현 전대통령이 서거 직전까지 의욕적으로 추진했던 고향 봉하마을의 친환경농업이 안정적으로 뿌리를 내리고 그 결실로 &amp;amp;quot;봉하쌀 생막걸리&amp;amp;quot;가 만들어졌습니다. 초기에는 생산량이 한정되어 봉하마을에서만 만날 수 있었으나 지금은 전국적으로 유통되고 있습니다.,https://thesool.com/common/imageView.do?targetId=PR00000074&targetNm=PRODUCT
70,부안참뽕막걸리,탁주,"쌀(국내산) 오디과즙,스테비올배당체,스쿠랄로스",6%,950ml,막걸리와 오디를 넣은 과실막걸리입니다. 탄산이 첨가되어 청량감을 주며 텁텁함이 없이 깔끔한 것이 특징입니다. 오디가 첨가되어 색깔이 보랏빛을 띄고 있습니다. 살균 처리가 되어 있어 상온에서도 보관이 가능하며 보존기간이 깁니다. 깔끔하고 깨끗한 뒷맛은 물론 오디의 빛깔까지 갖추고 있어 눈과 입을 동시에 만족시켜 주는 막걸리입니다.,https://thesool.com/common/imageView.do?targetId=PR00000208&targetNm=PRODUCT
71,부자,탁주,"쌀, 정제수, 고과당, 효모 등",10%13%16%,"375ml,300ml,300ml","배혜정도가의 부자10은 배혜정의 아버지인 배상면이 개발한 발효주로, 그 기풍이 혀끝으로 느껴지는 프리미엄 정통 막걸리입니다. 쌀과 누룩으로만 빚어 자연이 숙성시키는 있는 그대로의 맛을 느낄 수 있으며 100% 경기미를 사용하여 음용감이 부드럽고 은은한 유백색의 기풍이 느껴지는 막걸리입니다. 부자 막걸리는 탁주와는 만드는 법이 약간 다른, 합주에 속하는 고급술입니다. 합주는 조선시대 양반들이 마시던 술로써 청주의 맑은 부분과 밑에 가라앉은 고형분까지 그 전체를 사용하여 거른 술인 것인데, 쌀의 식이섬유를 그대로 섭취할 수 있어 그 효용성까지 높이는 막걸리입니다. 부자 막걸리는 도수에 따라 10도, 13도, 16도로 판매됩니다.",https://thesool.com/common/imageView.do?targetId=PR00000198&targetNm=PRODUCT
